15.1875,17.357143,25.555556,21.909091,19880.168,1577.3961,15629.996,2672.8429,19889.865,2008.8956,14948.216,2932.7526,123.88191,-3.6562962,24.47704,16.444176,242.24954,337.69362,433.90894,253.95081,1.953125,1.953125,0.9765625,0.9765625,0.16859384,0.61049895,0.10009407,0.31046921,14,14,25.5,19.5,17,15,10,12,87.025068,27.272685,115.78498,43.822328,143.25114,39.281644,113.26792,50.004731
15.266667,17.357143,25.222222,25.333333,17141.258,1473.1793,13137.022,2531.1033,17428.95,1276.9681,13501.93,2650.0515,116.99001,-4.2728,18.58668,19.178768,227.68541,298.6321,426.81609,208.13419,1.953125,2.1484375,0.9765625,0.9765625,0.18661597,0.68769641,0.13147357,0.28601048,13.5,17,25,24.5,16,15,10,10,81.722676,20.829597,108.40551,47.752138,133.82534,30.001478,107.45039,47.123821
16.285714,15.0625,25.111111,22.6,15371.003,860.31683,11632.81,2877.9796,15189.226,1132.1255,11577.235,2479.8663,110.07854,-3.3877201,23.28676,18.867464,205.06954,298.6321,364.57971,195.04722,1.953125,1.953125,0.9765625,0.9765625,0.19983551,0.6832702,0.15899972,0.31555614,14,14,25,26,15,17,10,10,80.466443,16.665039,100.72847,46.096237,123.52305,27.659815,100.28277,45.892272
20.818182,13.388889,25.333333,17.692308,12463.484,948.78287,9590.9973,1923.6706,13372.294,840.03541,10272.828,2259.4308,103.01742,-1.3245679,21.91336,16.901976,199.0414,145.05546,352.76236,211.6623,1.953125,1.953125,0.9765625,0.9765625,0.20147185,0.45968098,0.14590507,0.32508809,15,13,25.5,14,12,19,10,14,93.180757,14.579068,95.293779,28.512071,111.89829,27.222327,94.039914,40.288796
25.666667,12.888889,24.666667,17.571429,13388.57,1095.526,10343.242,1949.7359,12469.694,973.50467,9674.6946,1821.4944,93.788337,0.44559231,21.193087,16.023,190.09284,143.08997,339.38239,189.70011,1.953125,1.953125,0.9765625,1.953125,0.19710813,0.41435821,0.14296975,0.29570913,26,13,25.5,14,10,19,10,15,111.90669,15.02438,90.434811,27.254924,109.00002,29.142117,91.656903,38.777331
23.2,13.705882,26,20.363636,11741.567,859.4989,9261.2586,1620.7795,12346.24,1047.6824,9617.4349,1681.1225,95.61379,-0.81183231,18.543951,17.371984,182.96562,153.03949,339.38239,189.70011,1.953125,1.953125,0.9765625,1.5625,0.20233692,0.49937112,0.17935088,0.36459253,26,13,27,19.5,11,18,9,12,101.24308,16.820143,96.340778,31.657428,109.09815,30.680519,92.635363,38.865146
18.416667,13.764706,25.111111,21.090909,11014.586,1126.0706,8663.2919,1225.1483,10533.492,949.08803,8341.298,1243.1056,92.935154,-3.9309759,30.007264,16.840936,173.49354,148.82772,322.19353,149.37709,1.953125,1.953125,0.9765625,1.171875,0.19234048,0.5355101,0.19383471,0.43382641,14,13,26.5,20.5,13,18,10,12,75.454217,15.322769,85.258527,26.952672,102.42654,27.829816,84.881277,31.94821
17,13.9375,25.888889,20.636364,10426.41,838.4202,8276.3811,1311.5911,11641.881,1270.6582,8691.481,1679.7421,96.536463,-8.9118398,38.955727,16.96912,206.79217,211.95529,349.86907,213.62779,1.953125,1.953125,0.9765625,0.9765625,0.21987995,0.61866782,0.24279369,0.43314957,14,14,26,19,15,17,10,12,73.430261,15.100831,89.581665,28.639104,107.98568,27.086692,86.5059,34.69495
15.066667,14.933333,23.6,19.083333,17045.767,2683.486,9427.1373,4935.1143,13254.632,2678.5965,7232.915,3343.1204,97.167038,-14.155176,20.625416,11.145904,289.39082,293.08966,352.49379,395.51478,1.953125,1.3671875,0.9765625,0.9765625,0.25283348,0.60436266,0.371512,0.50805748,15,14,26,15,16,15,11,13,71.438564,23.060311,68.687432,35.729406,118.53744,36.031735,72.76211,46.807082
15.8,14.5,23.1,18.666667,11242.878,3858.565,4604.2571,2780.0186,14055.326,2852.5352,7517.1172,3685.6734,99.062665,-12.305664,19.569424,11.145904,289.39082,297.55779,355.19176,395.51478,1.953125,1.171875,0.9765625,0.9765625,0.24062901,0.61671792,0.35822437,0.46671311,15,13,27,15,16,17,11,13,75.00624,24.162678,65.884594,37.034387,118.68076,41.659789,71.303673,49.599625
