15.2,16.5,30.571429,26.222222,11514.09,2760.8669,5580.0844,3173.1343,12544.25,3112.4494,5786.4413,3645.3597,103.07263,-2.252376,11.432791,-1.70912,192.99097,259.50545,296.14166,239.47212,1.6601563,0.87890625,0.78125,0.78125,0.2059867,0.49184335,0.32358832,0.41118335,15.5,18,30,26.5,16,15,8,10,69.855968,33.241297,83.778899,54.928099,114.89468,50.365601,68.510782,52.367891
15.125,17.214286,30.285714,30.285714,13074.05,2865.4829,6337.2797,3871.2843,12480.143,2753.3174,6060.3237,3666.5022,105.88027,-2.0204241,9.5893837,-0.95832729,169.61331,242.0358,269.23523,227.38621,1.6601563,0.87890625,0.78125,0.87890625,0.14926821,0.45126407,0.3130702,0.38069588,15,15,30,30.5,17,15,8,8,68.256715,32.130555,87.691456,66.591609,112.82102,46.662632,72.386815,54.969489
15.2,16.230769,30.142857,30.125,12061.02,2990.4956,5299.6146,3770.883,12357.529,3297.8341,5253.3616,3806.3334,109.51859,-1.458856,19.862415,7.3675283,175.66926,257.30801,265.64608,227.38621,1.6601563,0.87890625,0.87890625,0.87890625,0.16993847,0.45307857,0.35000039,0.38815951,15.5,14.5,29.5,30,16,14,8,9,68.394583,32.89895,80.317155,69.283968,112.49109,50.673738,66.613754,57.497069
14.8125,16.285714,30.285714,29.125,11715.186,3643.7196,4635.164,3436.2993,11210.193,3099.2342,4765.4747,3345.4844,107.19782,1.8922399,25.099647,15.711696,173.32658,257.30801,237.00611,200.17457,1.6601563,0.87890625,0.87890625,0.87890625,0.14848561,0.38544767,0.37155438,0.37257507,15,17,29.5,30,17,15,8,9,63.586781,31.032385,76.732425,63.752419,107.31946,47.637433,63.340445,54.723106
15.0625,15.933333,29.857143,29.714286,10866.792,2339.4784,5412.4755,3114.786,12175.849,2930.7827,5932.0984,3312.9674,107.36441,4.7183919,17.378088,9.168208,190.30947,249.93438,289.98883,219.02373,1.6601563,0.87890625,0.87890625,0.87890625,0.15627122,0.51276006,0.35238851,0.3823561,14,14,29,30,17,16,8,8,67.264056,30.516429,84.748715,64.235932,111.64159,47.881427,70.961843,54.044654
14.9375,13.8125,29.875,29.75,13152.028,2341.6703,6887.9722,3922.3596,10702.069,1987.0705,5424.2021,3290.7968,94.020343,1.3550879,21.785175,17.878616,187.36004,212.15063,289.98883,244.52623,1.6601563,0.87890625,0.87890625,0.87890625,0.1903603,0.54314493,0.29829416,0.33803421,15,14,29,30,17,17,9,9,63.225937,22.274471,80.692241,63.231692,105.81747,40.315784,67.524888,53.135875
14.6875,13.9375,28.375,28.375,7076.7443,1314.9981,3312.2185,2449.4719,8683.5034,1699.6072,4144.6717,2839.2245,81.120286,0.2441601,19.502279,19.172664,194.12879,212.15063,289.98883,244.52623,1.6601563,0.87890625,0.87890625,0.87890625,0.21648978,0.5452844,0.36772483,0.36335087,14,14,29,29,17,17,9,9,55.97492,19.587811,66.474344,57.078673,95.276459,35.135088,58.567704,50.28958
14.9375,14.5625,28.571429,28.714286,7190.8857,1646.7079,3038.444,2505.7385,7940.0441,1840.1069,3376.1994,2723.7378,78.756163,6.3176397,12.800088,12.54372,166.59181,209.75785,243.04907,224.81032,1.6601563,0.87890625,0.87890625,0.87890625,0.18399328,0.46068118,0.38271196,0.39405973,14,15,27,29.5,17,17,8,8,53.043336,22.226639,58.667836,55.21638,88.775457,38.15732,51.334356,48.073963
15.0625,15.2,30.125,30.375,11233.057,2803.7336,4633.4186,3795.9367,10378.156,2515.1062,4261.6451,3601.4043,94.22029,2.0021122,20.076056,16.865351,170.5909,226.0067,243.04907,232.92864,1.6601563,0.87890625,0.87890625,0.87890625,0.16882307,0.41126025,0.34925889,0.38150819,16,15.5,28,29,17,16,9,9,62.625321,28.007905,71.970017,67.726596,103.94244,46.065633,59.726155,55.742054
15.133333,16.642857,29.875,29.875,11611.955,2658.6515,4840.362,4112.9401,11046.2,2611.2515,4777.374,3657.5745,99.565703,1.8189919,18.055632,9.7419836,170.5909,218.10812,243.04907,232.92864,1.6601563,0.78125,0.78125,0.78125,0.18177082,0.39071146,0.31962685,0.3387902,15.5,17,30,30,16,15,9,9,65.339153,31.394164,77.089978,67.730071,107.93913,47.158616,64.510442,56.677883
